Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Niger,GDP (current US$),2280356194,2179567111,3512356508,3285796877,3386232582,3052673844,1938058176,2302537563,2405686939,2290318909,2643363521,2537789819,2241753193,2448714703,2782192881,3394084731,3760443735,4383315967,4756361253,5731485046,7297600219,7352131304,7851192499,8772950783,9426912639,10224897441,10862943546,9683867927,10398861981,11185101444,12808661487,12916454871,13744174582,14915002098,13969605583
Nigeria,GDP (current US$),49648470440,44003061108,54035795388,49118434950,47794954192,27752204787,33833043778,44062465418,51075815093,54457835603,54604050168,59372679433,69448962761,74030562270,95054094655,104738980157,135764715375,175670536601,238454952232,278260808841,339476215684,295008767295,366990528103,414466540787,463971000389,520117163618,574183825592,493026782402,404649048648,375745732275,421739210176,474517470743,432198936002,440833583992,477386120636
North Macedonia,GDP (current US$),,,4699646643,4938775510,2436849342,2682456897,3559608613,4707041274,4642021256,3912986091,3765745000,3863619262,3772859053,3709636012,4018365768,4946296569,5682784433,6258602830,6861227018,8336475036,9909552356,9401736825,9407170389,10494626768,9745261301,10817702424,11362265294,10064519963,10672467073,11307067001,12683068033,12606338449,12363580535,13825049832,13563132057
Norway,GDP (current US$),101900521458,102633934391,119791045690,121871665528,130838022523,120578717966,127131604641,152030652228,163519897878,161356612879,154230346261,162384295939,171456390282,174240242225,195915371988,229384929369,265267350723,309978579744,346913357588,402645550185,464917553191,387974344023,431052143940,501360549669,512777309841,526014468085,501736471833,388159512246,370956547619,401745275035,439788625884,408742840909,367633418887,490293364377,579267365866
Occ.Pal.Terr,GDP (current US$),,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19111900000
Oman,GDP (current US$),8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,13996914694,15593456177,19507452536,19452000520,20142756047,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,75909397659,88191977373,114667360208
Pakistan,GDP (current US$),38472742808,40171105580,40010423970,45625336680,48884672605,51809999353,52293471393,60636071684,63320170084,62433340468,62191955814,62973856844,82017743416,79484403985,79904985385,91760542940,107759683863,120055291993,137264061106,152385716312,170077814106,168152775283,177165547829,213587517188,224383544087,231218467670,244360858683,270556104886,313629998960,339205536454,356128167703,320909472926,300425609206,348262544719,376532751807
Palau,GDP (current US$),,,,,,,,,,,,,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,284900000,278900000,251900000,217800000,
Panama,GDP (current US$),5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169235,69721787533,57086836942,67406738052,76522511781
Papua New Guinea,GDP (current US$),3656179989,3546470501,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8354911622,9545029481,11670891360,11619455043,14250785801,17985138450,21295165201,21261338065,23210823987,21723439626,20758874953,22742696408,24109780113,24751069238,23848442440,26311656000,30633444295
Paraguay,GDP (current US$),4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615267617,22355151178,27129301048,33737033607,33296438409,38651334593,40377987315,36211372646,36089550672,38997129809,40225448651,37925338460,35432177936,39950899733,41722295362
Peru,GDP (current US$),15439408447,22499559086,26410386669,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,102170981144,120550599815,120822986521,147527631521,171761737047,192649991136,201175541637,200786240837,189802961890,191898127861,211007952316,222597030191,228325852221,201947603715,223717791483,242631549613
Philippines,GDP (current US$),43152128959,48513772977,50508286642,51784144315,60422329032,62036529910,73159337838,84644329825,94648084429,94106316501,74492416330,85640170315,83669788255,78921234458,84307346432,87039092439,95002000250,107419977968,127652927612,155980408073,181624627928,175974754208,208368892319,234216730704,261920542607,283902829721,297483553300,306445871632,318627003966,328480738147,346841896890,376823404773,361751145432,394087362017,404284327312
Poland,GDP (current US$),,,65977748211,85500934319,94337047233,96043157273,110803635288,142293761469,160193242090,159358194732,174685791564,170030647848,172220451787,190905493539,199070432431,217828661057,255107275407,306145913284,344626630395,429020755433,533599853343,439731636117,475696613936,524374222548,495230574357,515762008469,539080532037,477111287969,470024559638,524641206562,588779850763,596058473059,599442783603,679441900611,688176605955
Portugal,GDP (current US$),56347250696,60594092182,78713860217,89233599278,107592098307,95009751901,99688641304,118122007430,122630089680,117016535163,123946327916,127470385557,118605192877,121604107165,134795565549,165226175537,189382122532,197253876705,208756449276,240496147317,263416394624,244667762836,238113003233,245117990242,216224240578,226433858006,229901964222,199394066525,206426152309,221357874719,242313116578,239986922639,229031860521,253982847571,251945377529
Qatar,GDP (current US$),6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270054945,97798351648,125122306346,167775268626,186833502363,198727642967,206224598571,161739955577,151732181868,161099122225,183334953819,176371267689,144411363345,179677131707,237295575171
Romania,GDP (current US$),40424526826,41450779109,38244330108,28851673545,25121666667,26361131547,30072880812,37430238806,36937074278,35575197535,41696111548,35953162616,37253738081,40395114265,46065502703,57806382692,74973660681,98454374488,122023721513,174588782939,214317174117,174102268535,170029359011,192613558646,179132893143,189789277576,199713780259,177883897811,185287615325,210147181055,243316050521,251017797625,251362534092,285404683025,301261582924
Russian Federation,GDP (current US$),554713455150,506500173960,516814274022,517962962963,460290556901,435083713851,395077301248,395537185735,391724890744,404928954192,270955486862,195907128351,259710142197,306602070621,345470494418,430347420195,591016690743,764015982496,989932059221,1299703459800,1660848058303,1222645887209,1524916698233,2045922727570,2208293528674,2292470104248,2059241582146,1363482179761,1276786344534,1574199355093,1657328764646,1693114993990,1493075887460,1836892075548,2240422438363
Rwanda,GDP (current US$),2395492695,2405022588,2550185693,1911600232,2029026957,1971525718,"753636370,5",1293535192,1382334879,1851558199,1989343548,2157024758,2068762707,1966548410,1965932546,2138185328,2376464520,2933765825,3319711249,4070391531,5179804291,5674428928,6124693374,6884907733,7654782979,7820052084,8239042500,8543869360,8695318854,9252833678,9636510839,10346675636,10172925172,11055281971,13312796765
Samoa,GDP (current US$),"133016065,4","122888609,7","125766269,8","125597205,4","132303041,4","133122897,2","221098106,5","224865731,4","249907893,8","285475620,9",269485285,"255408053,2","258856139,8","266299591,5",281790139,"333426144,5","407747521,1","476801793,2","499923757,8","573548459,8","641346191,7","628006115,4","680260919,9","744096948,5","773141695,1","797736265,9","796683672,8","824150487,2","843924750,7","884844419,8","878448439,5","912950619,4","868898350,4","843850777,8","832421565,4"
Sao Tome and Principe,GDP (current US$),,,,,,,,,,,,,,"75951131,95","85171073,88","102085765,5",114582282,"136450658,1","142775109,8","149146918,9","188021169,3","187821029,4","196652514,3","231489270,1","250680845,7","300554483,6","346528329,2","316066072,3",345495615,"375614126,2","412253809,7","427425039,7","472551023,6","526653790,7","546680341,6"
Saudi Arabia,GDP (current US$),88256162069,95344352824,117630261605,132223257866,137087867284,132967891655,135174876356,143343025756,158662377389,165963594804,146775428759,161717040000,189514910223,184137517725,189605920241,215807655244,258742263029,328459700124,376900135721,415964583059,519796738631,429097899279,528207298530,676634577273,741849984943,753864543430,766605946720,669484381329,665999879694,714994694992,846583785180,838564705625,734271183955,868585871465,1108148978218
Senegal,GDP (current US$),6418419393,6366039363,7390967362,7255210474,7769817847,7367986228,5034588199,6326342635,6559712162,6041478722,6505607914,6592834929,6013185004,6507824827,7006402325,8768721561,10076816661,11009033445,11697918245,13994218399,16853989611,16145867483,16121315902,17814283650,17660870396,18918667731,19797253445,17774766697,19040312331,20996562959,23116701540,23403995985,24530513059,27569136728,27684430244
"Serbia, FR(Serbia/Montenegro)",GDP (current US$),,,,,,,,16832598870,21818007449,25676488000,19457979423,19388663551,6875845987,12960546471,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062202241,39655949731,40692661657,44179075779,50640662859,51514242776,53356484764,63082021206,63501748652
Seychelles,GDP (current US$),"301985636,8","324333385,6","392163560,9","398307144,8","461409398,9","504230588,1","517570058,2","540733047,7","535250347,1","598967022,1","647287375,8","662838614,9","654212432,4","662064193,6","742134792,4","750847276,4","893012218,2","977899381,8",1081441349,1077308888,"979597364,9","851064318,8","981918002,9",1059249940,1089880668,1324915222,1387576414,1391427967,1458954110,1529773286,1587813245,1645090567,1183515398,1286687873,1588406479
Sierra Leone,GDP (current US$),1055081242,932978182,"649644812,6","780098205,2","679997997,6","768812334,8","911915970,7","870758739,4","941742152,7","850218033,6","672375927,3","669384768,9","635874002,2",1074851475,1236235827,1369685677,1430217081,1627058706,1862116165,2126679686,2451896682,2419014960,2578159480,2932274242,3789251962,4920343203,5015180836,4252029354,3862721205,3719443318,4085114542,4076578654,4062906364,4249234574,3970343852
Singapore,GDP (current US$),25371462488,30465364739,36144336769,45466164978,52131330700,60603821967,73688716391,87812540788,96293097895,100123798454,85728224856,86286866724,96076521349,89793815728,92538355643,97646382413,115033570415,127807810334,148627255182,180941741378,193617346347,194150322022,239807921966,279356526366,295092839975,307576360585,314863580758,307998545269,319029973659,343272878686,376869585632,376837488317,348392174864,423796995373,466788539652
Slovak Republic,GDP (current US$),,,12747380650,14272201755,15495514297,16520676974,20162936291,25840146405,27925036755,27706028096,29856000671,30463670124,29242558797,30778781607,35297794386,46919965224,57437444469,62808723477,70767338922,86563986799,100879902985,89399303222,91162836320,99922685425,94623731086,98935222175,101437045020,88900883131,89952699525,95649966261,106137924016,105710052465,106728917483,118656591909,115468803972
Slovenia,GDP (current US$),,,,,,,,21352224019,21507232649,20763101741,22146231968,22711384311,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54177882426,54331588482,53706800044,61748586535,62117768015
Solomon Islands,GDP (current US$),"176494422,1","172882435,8","214877638,4","227540473,3","269034595,8","300746329,7","402836964,5","469443201,5","510586382,5","526554053,2","457579824,4",488024548,419842688,"409508556,6","346406733,6","417668997,4","468005324,5","552864568,4","617258127,2","695295347,6","776337725,2","805557595,9","898133646,6",1063895357,1185283422,1285911569,1335571357,1307909891,1379490315,1469789050,1615478421,1619154958,1536145831,1580303517,1595710784
South Africa,GDP (current US$),103976854738,108055603482,126048148261,135203698238,146956142399,147194766334,153512697971,171735933897,163234919053,168978069551,152982979945,151516952945,151752749926,135429908544,129087560695,197018960968,255806928395,288867202055,303858667885,333077117254,316131245861,329754054489,417363825016,458199486481,434400545086,400886013596,381198869776,346709790459,323585509674,381448814653,404158882459,388531226582,337619569571,419015636065,405869718462
Spain,GDP (current US$),376160409941,414757056922,536558591250,577166174540,630916018203,525075636031,530562634455,614609020550,642588992513,590077272727,619214834614,634907542858,598363313495,627830029412,708756677089,907491523174,1069055675274,1153715822718,1260398977832,1474002579820,1631863493552,1491472923707,1422108199783,1480710495710,1324750738725,1355579535913,1371820537889,1196156971280,1233554967012,1313245330198,1421702715218,1394320055129,1276962685648,1427380681295,1397509272054
Sri Lanka,GDP (current US$),6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279802451,32350238663,40713826321,42066223971,58636160849,67753284135,70447217164,77000578207,82528535573,85140955517,88012281910,94376237832,94493871351,89014978319,84440535699,88496535599,74403578363
St. Kitts and Nevis,GDP (current US$),"172692592,6","192518518,5","217259259,3","220540740,7",242137037,"263755555,6","295159259,3","313485185,2","333944444,4",374641308,"383257331,4","406595484,4","421695769,8",458643829,"481077373,7","469869869,9",506900000,"547203703,7","644414814,8","689285185,2","777691333,3","774273111,1","778718518,5","836092592,6","825381481,5","874896296,3","953170370,4",957037037,1008100000,1058944444,1076922222,1107844444,"884522222,2","860844444,4","961563259,3"
St. Lucia,GDP (current US$),"429629629,6","486666666,7","579629629,6","613703703,7","674074074,1","684814814,8","713703703,7",762962963,"788888888,9","805925925,9","877407407,4","921851851,9","932592592,6","892592592,6",900000000,"987407407,4",1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1482370370,1568370370,1598222222,1660222222,1749296296,1807222222,1865444444,1996703704,2057074074,2094185185,1516000000,1691259259,2065027556
St. Vincent and the Grenadines,GDP (current US$),"200726712,6","214745002,2","240366666,7","254829629,6","277955555,6","286307407,4",289437037,"316007407,4","331488888,9","347770370,4","373618518,5","390718518,5",427946037,"462072333,3","487763851,9","509090888,9","549900185,2","579948925,9","643501148,1","713596666,7","732663259,3","714300259,3","720447888,9","713796370,4","730032592,6","764781259,3","770901436,4","786554580,8","814302267,1","844039068,8","884328180,5","910765709,8","869111852,8","872226063,7","948558503,1"
Suriname,GDP (current US$),1161000000,542600000,388400000,448100000,404600000,"428764705,9","605492537,3","691590497,7","861372046,5",926422500,1110850000,"886290697,7","947671969,7","834279357,8",1093574468,1274190311,1484092538,1793410617,2626380435,2936612022,3532969035,3875409836,4368371528,4422276622,4980000000,5145757576,5240606061,5126238146,3317421500,3591679371,3996198760,4016040575,2911807496,2984706244,3620655116
Sweden,GDP (current US$),206988363595,217949132623,261846636897,274230545848,284319488252,212952606992,229034457106,267307061910,291745732991,268146349551,270810151170,274071242575,262834187367,242395011587,266848422378,334337040047,385118743610,392218701193,423090618043,491254769729,517706214656,436535921119,495812558843,574094112973,552483727283,586841821797,581964017237,505103781350,515654671470,541018749769,555455371487,533879529188,547054174236,636856236396,585939170124
Switzerland,GDP (current US$),215540625299,208102666687,265771545360,268903256528,279917776400,272234456388,301376707849,352845006670,340101207919,294785659877,303456228792,297882566712,279209007353,286580125206,309299934076,362088305989,403914244452,418292704114,441619409123,490754683815,567273005013,554191679309,598851028907,715888126682,686420221558,706234937371,726537808338,694118186380,687895460903,695200833086,725562534364,721369112727,739913619797,800640155387,807706035352
Syrian Arab Republic,GDP (current US$),16574342984,18609532294,23904498886,27756258352,33107349666,36860133630,45086948775,50866369710,61546280624,66420400891,70418173719,72970334076,80590022272,86771314031,90558485523,95693808463,112863340757,134203830735,153799910913,180030111359,218089977728,224561692650,252518218263,67539427671,43190317725,21361254648,21502061462,16468399180,12598742887,16369724433,21496337968,22600896352,11159274040,,
Tajikistan,GDP (current US$),,,2629395066,2534720480,1909246641,1646693642,1522018436,1231567145,1043654822,"921517486,7",1320199582,1086612583,"860541842,3",1080772703,1221106073,1555318431,2076176636,2312352268,2830213563,3719524181,5161299725,4979471964,5642221529,6522755783,7633036366,8448410727,9112606075,8271431932,6992416097,7536403147,7765000282,8300813890,8133963813,8937805347,10492123388
Tanzania,GDP (current US$),5100405344,4420167589,4258742899,4956587902,4601413521,4257702021,4510847189,5255221044,6496195824,7683852497,12270448546,12711213451,13375976354,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27961527623,29081826159,32014247548,34657141721,39650522646,45680532614,49964825081,47378603784,49774004999,53275968095,57003686049,61026765850,66068737757,70655628141,75709289056
Thailand,GDP (current US$),61667254411,72250747142,85343189321,98234713408,111452745856,128889262555,146683779609,169278918603,183035238433,150180454390,113675595413,126669212337,126392223203,120296476180,134300903358,152280616469,172895685509,189318407488,221758294725,262942624565,291382985569,281710629173,341104766329,370818735570,397558329542,420333659153,407339036017,401296242134,413366345844,456356812775,506754212433,543976695639,500457261548,505568057004,495340592811
Togo,GDP (current US$),1873745515,1838552523,2212905423,2177399825,2300598696,1676225629,1335309430,1779348593,1991429218,2036956851,2157078792,2142574541,2027363117,2014516701,2319268823,2875255593,3071152629,3100356552,3195618966,3618281293,4516616224,4592147228,4660369658,5262368232,5263522037,5872790935,6217047649,5681469374,6031632015,6395472028,7029217932,6992656429,7389329393,8334047486,8126439481
Tonga,GDP (current US$),"106657267,4",106344855,"113563821,6","132201141,4","137066290,6","138489884,4","195990986,2","208871665,7","222100576,3","214991452,3","191504892,8","199208752,5","204848436,6","181117272,4","182764299,9","202246621,2","230657579,1","261803692,1","292230634,2","298519087,7","344436494,4","312377751,1","366832186,5","414533045,1","470705334,8","450650718,2","439877675,7","437003006,7","420548768,1","460374252,2","488906860,9","512053639,8","484796858,8","469228124,2",
Trinidad and Tobago,GDP (current US$),4496910569,4323058824,5068000000,5307905882,5439552941,4669491425,4947181506,5329217897,5759570496,5737771217,6043687133,6808982521,8154342548,8824849663,9008297748,11305459802,13280292692,15982388173,18369361094,21641620050,27871587350,19172165226,22157919434,25433008605,27121712419,28557451150,29489012807,26851970249,23496215881,23797686962,24322359037,23849557811,21059428846,24460196270,27899082337
Tunisia,GDP (current US$),10096243801,10101853518,12290568182,13074782609,15496702220,14608340459,15633171728,18030876599,19587155099,20746204101,21802893587,22943202175,21473522939,22065840117,23141611179,27453895159,31183893587,32272178404,34376664601,38915343743,44859452038,43455740497,46206091938,48123314430,47311411910,48685436425,50271812921,45779494042,44360065797,42163530591,42686509836,41905637659,42538462678,46687298709,46664948952
Turkey,GDP (current US$),90853080152,107143390750,150676194827,151041399039,159094972322,180421862248,130651877908,169319354340,181464650312,189878399895,275941726172,256395983758,274294842523,201753110089,240249005455,314595528425,408865358517,506314676837,557075996577,681321173796,770449308781,649289418603,776967457764,838785514059,880555912746,957798998031,938934430071,864313960482,869682954136,858988578710,778476714088,759934804372,720288811762,819034484303,905987824096
Turkmenistan,GDP (current US$),3010982414,3006988217,3189539641,3208098919,3200539816,3179225949,2561118608,2482228440,2378759975,2450349634,2605688065,2450564468,2904662605,3534771969,4462028989,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,44220285714,45610571429,,
Turks and Caicos Isl.,GDP (current US$),,,,,,,,,,,,,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,1044778790,1138808881
Tuvalu,GDP (current US$),,,"8824746,238","9365488,115","9742603,634","9631024,916","10887216,91","11025679,51","12335200,16","12701093,97","12757405,79","13687141,11","15073978,45","13964728,72","16842677,17","19456335,93","22798266,6","22909973,98","24096867,47","28450156,79","31874425,95","28076988,13","32105394,15","39196949,34","39345578,22","38615887,03","38760972,42","36811928,82","41629064,97",45276606,"48015219,95","54123195,27","51746568,7","60196366,81","60349391,1"
Uganda,GDP (current US$),6508931652,5276480790,4304399315,3321729158,2857457761,3220439044,3990430447,5755818845,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6606884274,7939487548,9239221760,9977647685,11902564497,14440404137,25127805566,26673441432,27871725245,27305915908,28915786520,32612397253,32387183733,29203988697,30744473840,32927025621,35348155092,37605430214,40510241366,45559202049
Ukraine,GDP (current US$),74703517903,82709161099,81393558423,77350733982,73945908384,65648559903,52549553403,48213867647,44558841762,50151522612,41882529045,31580642102,32375081951,39309580983,43956163612,52010352502,67220154164,89238865119,111884752475,148733861386,188110375779,121552148244,141209163013,169333838744,182591746211,190498811460,133503867182,91030968761,93355868978,112090503817,130891086690,153883045525,156617719786,199765856765,160502739236
United Arab Emirates,GDP (current US$),36275674203,41464995914,50701443748,51552165622,54239171888,55625170253,59305093980,65743666576,73571233996,78839008445,75674336283,84445473111,104337372362,103311640572,109816201498,124346358067,147824370320,180617467965,222116541865,257916133424,315474615739,253547358747,289787452662,350666058380,384610125391,400218529748,414105366753,370275469571,369255326236,390516804030,427049432158,417989721743,349473015330,415021590688,507534921715
United Kingdom,GDP (current US$),910171030658,926926143222,1093213710428,1142766274398,1179713014952,1061457883634,1140443311075,1346252041210,1421711933486,1561715127635,1654996607708,1689407711357,1666048767080,1648765214387,1785781372554,2056704586737,2423047347028,2544813166101,2709978165671,3092996468387,2931683721187,2417565709974,2491397494468,2666403005061,2706340967031,2786315215250,3065223279584,2934857946213,2699659680997,2683488510504,2878152147316,2857057847953,2704609160088,3122480345925,3070667732359
United States,GDP (current US$),5236438000000,5641580000000,5963144000000,6158129000000,6520327000000,6858559000000,7287236000000,7639749000000,8073122000000,8577554457000,9062818202000,9631174489000,10250947997000,10581929774000,10929112955000,11456442041000,12217193198000,13039199193000,13815586948000,14474226905000,14769857911000,14478064934000,15048964444000,15599728123000,16253972230000,16843190993000,17550680174000,18206020741000,18695110842000,19477336549000,20533057312000,21380976119000,21060473613000,23315080560000,25462700000000
Uruguay,GDP (current US$),8213526914,8438946948,9298806525,11206174800,12878150210,15002138240,17474590051,19297663097,20515457256,23969738388,25385887786,23983945191,22823271521,20898762265,13606515936,12045638210,13686329890,17362857684,19741420467,23797773024,31119603034,32708318594,41950361212,50342405198,54232266359,61337620936,61496186974,57680328702,57480788380,65006047680,65203071111,62048585619,53666908480,61412268249,71177146197
Uzbekistan,GDP (current US$),,,13360607991,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180037913,80845385816,86196264742,86138288633,62081322741,52870108218,60283503705,60224701296,69600614989,80391853885
Vanuatu,GDP (current US$),"158351368,4","154013202,1","168879207,2","201334169,1","209088824,6","200491853,2","233701301,5","249333250,1","261370044,5","272771209,1","262293410,7","268006972,7","272014627,2","257926881,7","262596534,9","314471413,9","364996869,1","394962431,8","439358585,2","516392922,5","590748431,3","592622317,3","670712977,4","770153591,1","747839697,7","758304466,2","772315986,5","730870805,2","780889605,9",880061831,"914736985,4","936526267,6","909421043,5","971636097,9","983582864,6"
Venezuela,GDP (current US$),60226413793,43536709104,48606952195,53453444787,60416519620,60037460783,58418666667,77389487772,70543211119,85837678559,91336763256,97972842462,117146466003,122911036746,92893587734,83620628582,112451400423,145513489652,183477522124,230364012576,315953388511,329787628928,393192354511,316482190800,381286237848,371005379787,482359318768,,,,,,,,
Vietnam,GDP (current US$),25423812649,6293304975,6471740806,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198809,35064105501,39552513231,45427854693,57633255739,66371664817,77414425532,99130304099,106014659563,147201164066,172595034069,195590647206,213708830777,233451484774,239258340826,257096001174,281353626107,310106472643,334365257920,346615750167,366137590718,408802379068
Yemen,GDP (current US$),,,5647119229,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6838557384,6325141676,7641102523,9652436180,9861560095,10694628092,11777966673,13872791659,16746347681,19061978586,21650532264,26910855852,25130278254,30906749533,32726417878,35401323350,40415233436,43228585321,42444489461,31317824906,26842231205,21606161066,,,,
Zambia,GDP (current US$),3728878149,3994673161,3285217391,3376806697,3181921788,3273507754,3656808233,3806982679,3597220962,4303290117,3537741625,3404284653,3600631919,4094441301,4193850445,4901869716,6221109716,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311506435,23308667781,18110638619,22147649569,29784454056
Zimbabwe,GDP (current US$),7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,34156069918,21832234926,21509698406,28371238666,20678055598